name,holothurian,echinus,scallop,starfish,fish,corals,diver,cuttlefish,turtle,jellyfish
002260.jpg,1,1,0,1,0,0,0,0,0,0
009405.jpg,0,0,0,0,0,1,0,0,1,0
006443.jpg,0,0,0,0,0,0,1,0,1,0
008743.jpg,0,0,0,0,0,1,0,0,0,0
011578.jpg,0,0,0,0,1,1,0,0,0,0
000330.jpg,1,1,1,0,0,0,0,0,0,0
003844.jpg,1,1,0,1,0,0,0,0,0,0
011396.jpg,0,0,0,0,0,0,1,1,0,0
012293.jpg,0,0,0,0,0,0,0,1,0,0
010805.jpg,0,0,0,0,0,1,0,1,0,0
000939.jpg,1,1,1,0,0,0,0,0,0,0
011175.jpg,0,0,0,0,0,0,1,1,0,0
000951.jpg,1,1,1,0,0,0,0,0,0,0
002413.jpg,1,0,1,1,0,0,0,0,0,0
000684.jpg,0,0,1,1,0,0,0,0,0,0
012015.jpg,0,0,0,0,0,0,0,1,0,0
006884.jpg,0,0,0,0,0,0,0,0,1,1
012795.jpg,0,0,0,0,0,0,1,0,1,1
012537.jpg,0,0,0,0,0,0,0,0,1,0
013249.jpg,0,0,0,0,0,0,0,0,0,1
002793.jpg,1,0,0,0,0,0,0,0,0,0
008092.jpg,0,0,0,0,0,0,0,1,0,0
004428.jpg,1,1,0,1,0,0,0,0,0,0
009728.jpg,0,0,0,0,1,1,0,0,0,0
000085.jpg,1,1,0,1,0,0,0,0,0,0
002835.jpg,1,1,0,1,0,0,0,0,0,0
000351.jpg,1,0,0,0,0,0,0,0,0,0
009477.jpg,0,0,0,0,0,1,0,0,1,0
004893.jpg,0,0,0,0,0,0,0,0,1,0
001637.jpg,0,1,0,1,0,0,0,0,0,0
011167.jpg,0,0,0,0,0,1,0,0,1,0
011457.jpg,0,0,0,0,1,0,0,1,0,0
010354.jpg,0,0,0,0,0,0,1,0,0,0
002020.jpg,0,0,0,1,0,0,0,0,0,0
006545.jpg,0,0,0,0,0,0,1,0,0,1
009302.jpg,0,0,0,0,1,1,0,0,0,0
007487.jpg,0,0,0,0,0,0,1,1,0,0
001142.jpg,1,1,0,0,0,0,0,0,0,0
003464.jpg,1,1,0,0,0,0,0,0,0,0
009801.jpg,0,0,0,0,0,1,0,0,0,0
010005.jpg,0,0,0,0,0,1,1,0,0,0
012802.jpg,0,0,0,0,0,1,0,0,1,0
004327.jpg,0,0,0,0,0,0,1,0,0,1
003605.jpg,0,1,0,1,0,0,0,0,0,0
012902.jpg,0,0,0,0,0,0,0,0,0,1
000334.jpg,1,0,1,0,0,0,0,0,0,0
012540.jpg,0,0,0,0,0,0,0,0,1,0
012877.jpg,0,0,0,0,0,1,0,0,1,0
001083.jpg,1,1,0,1,0,0,0,0,0,0
002893.jpg,0,1,1,1,0,0,0,0,0,0
003255.jpg,0,1,0,1,0,0,0,0,0,0
012921.jpg,0,0,0,0,0,0,0,0,0,1
004407.jpg,1,1,1,0,0,0,0,0,0,0
007820.jpg,0,0,0,0,0,0,0,1,0,0
010464.jpg,0,0,0,0,0,0,0,1,0,0
001855.jpg,1,1,1,1,0,0,0,0,0,0
003566.jpg,0,1,0,1,0,0,0,0,0,0
002976.jpg,1,0,0,0,0,0,0,0,0,0
012214.jpg,0,0,0,0,0,0,0,0,1,1
004511.jpg,0,0,0,0,0,0,0,0,1,0
004174.jpg,0,0,0,0,0,1,0,0,0,1
011356.jpg,0,0,0,0,0,0,1,0,0,0
007436.jpg,0,0,0,0,1,0,0,0,0,0
005483.jpg,0,0,0,0,1,0,0,0,0,0
001295.jpg,1,0,1,0,0,0,0,0,0,0
003869.jpg,0,0,0,0,0,0,1,0,1,0
009919.jpg,0,0,0,0,0,1,1,0,0,0
009664.jpg,0,0,0,0,0,0,1,0,0,0
009367.jpg,0,0,0,0,0,1,0,0,1,0
001069.jpg,1,1,0,1,0,0,0,0,0,0
007187.jpg,0,0,0,0,0,0,0,0,1,0
002104.jpg,1,1,0,1,0,0,0,0,0,0
011134.jpg,0,0,0,0,1,1,0,0,1,0
009365.jpg,0,0,0,0,0,1,0,0,1,0
001918.jpg,1,1,0,1,0,0,0,0,0,0
001532.jpg,1,1,0,0,0,0,0,0,0,0
006075.jpg,0,0,0,0,1,0,1,0,0,0
008101.jpg,0,0,0,0,0,0,0,1,0,0
006033.jpg,0,0,0,0,1,1,0,0,0,0
004117.jpg,0,0,0,0,1,1,0,0,1,0
010762.jpg,0,0,0,0,1,1,0,1,0,0
013016.jpg,0,0,0,0,1,0,0,0,1,1
001663.jpg,0,1,0,1,0,0,0,0,0,0
009567.jpg,0,0,0,0,1,1,0,0,0,0
010674.jpg,0,0,0,0,1,0,0,1,0,0
003328.jpg,0,0,0,1,0,0,0,0,0,0
005001.jpg,0,0,0,0,0,0,0,0,1,0
002595.jpg,1,1,0,1,0,0,0,0,0,0
006881.jpg,0,0,0,0,0,0,1,0,0,1
003870.jpg,0,0,0,0,0,0,0,0,1,0
012096.jpg,0,0,0,0,0,1,0,0,0,0
008128.jpg,0,0,0,0,0,0,0,1,0,0
007855.jpg,0,0,0,0,0,0,1,0,0,0
008107.jpg,0,0,0,0,0,0,0,1,0,0
009822.jpg,0,0,0,0,0,0,1,0,0,0
007921.jpg,0,0,0,0,1,1,0,0,0,0
012120.jpg,0,0,0,0,0,0,1,0,1,0
002154.jpg,1,1,0,1,0,0,0,0,0,0
004985.jpg,0,0,0,0,0,0,1,0,1,0
013970.jpg,0,0,0,0,0,0,0,0,1,0
009423.jpg,0,0,0,0,0,1,0,0,0,0
000803.jpg,0,0,1,0,0,0,0,0,0,0
009152.jpg,0,0,0,0,0,0,1,0,0,0
002748.jpg,1,1,0,0,0,0,0,0,0,0
005041.jpg,0,0,0,0,0,0,1,0,1,0
008660.jpg,0,0,0,0,0,1,0,1,0,0
006426.jpg,0,0,0,0,0,0,0,0,0,1
004710.jpg,1,1,1,0,0,0,0,0,0,0
010132.jpg,0,0,0,0,1,0,0,0,0,0
005728.jpg,0,0,0,0,1,0,1,0,0,0
008708.jpg,0,0,0,0,0,0,0,1,0,0
007103.jpg,0,0,0,0,1,0,0,0,0,0
001336.jpg,1,0,0,1,0,0,0,0,0,0
003050.jpg,0,1,0,1,0,0,0,0,0,0
002459.jpg,0,1,0,1,0,0,0,0,0,0
013247.jpg,0,0,0,0,1,0,1,0,1,0
000877.jpg,1,0,1,0,0,0,0,0,0,0
009326.jpg,0,0,0,0,1,0,0,0,0,0
001450.jpg,1,1,1,1,0,0,0,0,0,0
010260.jpg,0,0,0,0,0,1,1,0,0,0
010591.jpg,0,0,0,0,0,0,0,1,0,0
007651.jpg,0,0,0,0,1,0,0,1,0,0
000478.jpg,0,0,1,0,0,0,0,0,0,0
013976.jpg,0,0,0,0,0,0,0,0,1,0
010556.jpg,0,0,0,0,0,1,0,1,0,0
000201.jpg,1,0,0,0,0,0,0,0,0,0
001418.jpg,0,1,1,1,0,0,0,0,0,0
010115.jpg,0,0,0,0,1,1,0,0,0,0
011231.jpg,0,0,0,0,0,0,0,1,0,0
003287.jpg,1,1,0,1,0,0,0,0,0,0
004962.jpg,0,0,0,0,0,0,0,0,1,0
013577.jpg,0,0,0,0,0,0,0,0,1,0
011847.jpg,0,0,0,0,0,0,1,0,0,0
004626.jpg,0,0,0,0,0,1,1,0,0,0
001215.jpg,0,1,1,1,0,0,0,0,0,0
008057.jpg,0,0,0,0,1,1,0,1,0,0
003892.jpg,0,0,0,0,1,0,0,0,1,0
011463.jpg,0,0,0,0,1,0,0,1,0,0
009254.jpg,0,0,0,0,1,0,0,0,0,0
004332.jpg,0,0,0,0,0,0,1,0,0,1
010780.jpg,0,0,0,0,0,1,0,1,0,0
001922.jpg,1,0,0,1,0,0,0,0,0,0
013141.jpg,0,0,0,0,0,0,0,0,0,1
010787.jpg,0,0,0,0,0,1,0,1,0,0
003324.jpg,1,0,0,1,0,0,0,0,0,0
002296.jpg,1,0,0,1,0,0,0,0,0,0
008586.jpg,0,0,0,0,0,1,0,1,0,0
005351.jpg,0,0,0,0,1,0,0,0,0,0
006408.jpg,0,0,0,0,0,0,1,0,0,0
010199.jpg,0,0,0,0,1,1,0,0,0,0
007994.jpg,0,0,0,0,1,1,0,0,0,0
002674.jpg,1,1,0,1,0,0,0,0,0,0
009451.jpg,0,0,0,0,0,1,0,0,1,0
002591.jpg,1,0,0,0,0,0,0,0,0,0
011698.jpg,0,0,0,0,0,0,1,0,1,0
008408.jpg,0,0,0,0,0,1,0,1,0,0
005453.jpg,0,0,0,0,0,0,1,0,0,0
004931.jpg,0,0,0,0,1,0,0,0,1,0
009895.jpg,0,0,0,0,0,1,1,0,0,0
000013.jpg,1,0,0,1,0,0,0,0,0,0
008686.jpg,0,0,0,0,0,1,0,1,0,0
011097.jpg,0,0,0,0,0,1,0,0,1,0
006414.jpg,0,0,0,0,0,0,1,0,1,0
005352.jpg,0,0,0,0,1,0,0,0,0,0
009906.jpg,0,0,0,0,0,1,1,0,0,0
011152.jpg,0,0,0,0,0,1,0,0,1,0
009359.jpg,0,0,0,0,0,1,0,0,1,0
002928.jpg,0,1,0,1,0,0,0,0,0,0
004899.jpg,0,0,0,0,0,0,0,0,1,0
000547.jpg,0,0,1,1,0,0,0,0,0,0
010713.jpg,0,0,0,0,0,0,0,1,0,0
000136.jpg,0,0,0,1,0,0,0,0,0,0
011853.jpg,0,0,0,0,0,0,1,0,0,0
002259.jpg,1,1,0,0,0,0,0,0,0,0
007924.jpg,0,0,0,0,1,1,0,0,0,0
005138.jpg,0,0,0,0,0,1,1,0,1,0
013630.jpg,0,0,0,0,1,0,0,0,1,0
009396.jpg,0,0,0,0,0,1,0,0,1,0
010482.jpg,0,0,0,0,1,0,0,1,0,0
004778.jpg,0,0,0,0,1,0,0,0,0,0
006342.jpg,0,0,0,0,0,0,0,0,1,1
000796.jpg,1,0,1,0,0,0,0,0,0,0
010561.jpg,0,0,0,0,1,1,0,1,0,0
003522.jpg,1,1,0,0,0,0,0,0,0,0
000303.jpg,1,0,0,0,0,0,0,0,0,0
010741.jpg,0,0,0,0,0,0,0,1,0,0
007417.jpg,0,0,0,0,0,0,0,1,0,0
003748.jpg,1,0,1,1,0,0,0,0,0,0
005640.jpg,0,0,0,0,0,0,1,0,0,0
011357.jpg,0,0,0,0,0,0,0,1,0,0
005902.jpg,1,1,1,0,0,0,0,0,0,0
011310.jpg,0,0,0,0,0,0,1,0,0,0
007190.jpg,0,0,0,0,0,0,0,0,1,0
012960.jpg,0,0,0,0,0,1,0,0,1,0
003853.jpg,0,0,0,0,0,0,0,0,1,0
008574.jpg,0,0,0,0,0,0,0,1,0,0
001143.jpg,0,0,0,1,0,0,0,0,0,0
004435.jpg,1,1,1,0,0,0,0,0,0,0
001293.jpg,1,0,0,1,0,0,0,0,0,0
011835.jpg,0,0,0,0,0,0,1,0,0,0
005183.jpg,0,0,0,0,0,0,0,0,1,0
007376.jpg,0,0,0,0,0,0,0,1,0,0
013467.jpg,0,0,0,0,1,1,0,0,1,0
008995.jpg,0,0,0,0,0,1,1,1,0,0
001145.jpg,1,0,0,0,0,0,0,0,0,0
008560.jpg,0,0,0,0,0,0,0,1,0,0
007098.jpg,0,0,0,0,0,1,0,0,1,0
010989.jpg,0,0,0,0,0,0,1,0,0,0
009073.jpg,0,0,0,0,1,1,0,1,0,0
010000.jpg,0,0,0,0,0,1,1,0,0,0
007925.jpg,0,0,0,0,1,1,0,0,0,0
004586.jpg,0,0,0,0,0,0,1,0,0,0
001566.jpg,1,1,0,0,0,0,0,0,0,0
008966.jpg,0,0,0,0,0,0,0,1,0,0
006473.jpg,0,0,0,0,0,0,1,0,0,0
001355.jpg,1,1,1,0,0,0,0,0,0,0
013340.jpg,0,0,0,0,1,0,0,0,1,0
011860.jpg,0,0,0,0,0,0,1,0,0,0
010847.jpg,0,0,0,0,0,0,0,1,0,0
005742.jpg,0,0,0,0,0,1,0,0,0,0
010235.jpg,0,0,0,0,0,0,1,0,0,0
005500.jpg,0,0,0,0,1,0,0,0,0,0
011125.jpg,0,0,0,0,0,0,1,0,1,0
000824.jpg,0,0,1,0,0,0,0,0,0,0
008223.jpg,0,0,0,0,0,0,0,1,0,0
006337.jpg,0,0,0,0,0,0,0,0,1,1
007080.jpg,0,0,0,0,1,0,0,0,0,0
004947.jpg,0,0,0,0,0,0,0,0,1,0
011444.jpg,0,0,0,0,1,0,0,1,0,0
010112.jpg,0,0,0,0,1,1,0,0,0,0
010076.jpg,0,0,0,0,1,0,1,0,0,0
005677.jpg,0,0,0,0,0,0,1,0,0,0
008251.jpg,0,0,0,0,0,0,1,1,0,0
011093.jpg,0,0,0,0,1,0,1,0,1,0
004178.jpg,0,0,0,0,0,0,0,0,0,1
007252.jpg,0,0,0,0,0,0,1,1,0,0
005287.jpg,0,1,0,1,0,0,0,0,0,0
012514.jpg,0,0,0,0,0,0,0,1,0,0
010888.jpg,0,0,0,0,1,0,0,1,0,0
010386.jpg,0,0,0,0,0,1,1,0,0,0
011657.jpg,0,0,0,0,0,0,0,0,1,0
000309.jpg,1,0,0,0,0,0,0,0,0,0
012660.jpg,0,0,0,0,0,0,0,0,1,0
002042.jpg,0,1,0,1,0,0,0,0,0,0
004319.jpg,0,0,0,0,0,0,0,0,0,1
005736.jpg,0,0,0,0,0,0,1,0,1,0
000285.jpg,1,0,0,0,0,0,0,0,0,0
007503.jpg,0,0,0,0,0,0,0,1,0,0
007568.jpg,0,0,0,0,0,0,0,1,0,0
004526.jpg,0,0,0,0,0,1,1,0,0,0
006458.jpg,0,0,0,0,1,0,0,0,0,0
005696.jpg,0,0,0,0,1,0,1,0,0,0
000098.jpg,0,1,0,1,0,0,0,0,0,0
008727.jpg,0,0,0,0,1,1,0,0,0,0
012018.jpg,0,0,0,0,0,1,0,1,0,0
013384.jpg,0,0,0,0,1,0,0,0,1,0
008071.jpg,0,0,0,0,0,1,0,1,0,0
009036.jpg,0,0,0,0,1,0,0,0,0,0
007255.jpg,0,0,0,0,0,0,0,1,0,0
012037.jpg,0,0,0,0,0,1,0,1,0,0
009932.jpg,0,0,0,0,0,1,1,0,0,0
012279.jpg,0,0,0,0,0,1,0,0,1,0
001970.jpg,0,1,0,1,0,0,0,0,0,0
011390.jpg,0,0,0,0,0,0,1,0,0,0
002067.jpg,1,0,0,1,0,0,0,0,0,0
001832.jpg,0,1,0,1,0,0,0,0,0,0
004539.jpg,0,0,0,0,0,0,1,0,0,0
001839.jpg,1,1,0,1,0,0,0,0,0,0
005460.jpg,0,0,0,0,1,1,0,0,0,0
001787.jpg,0,1,0,1,0,0,0,0,0,0
007289.jpg,0,0,0,0,0,0,1,1,0,0
007640.jpg,0,0,0,0,0,0,0,1,0,0
001705.jpg,0,1,0,1,0,0,0,0,0,0
004473.jpg,0,0,0,0,0,0,0,0,1,0
007694.jpg,0,0,0,0,0,0,0,1,0,0
004401.jpg,1,1,1,0,0,0,0,0,0,0
013322.jpg,0,0,0,0,1,0,1,0,1,0
000561.jpg,0,0,1,1,0,0,0,0,0,0
002070.jpg,1,1,0,1,0,0,0,0,0,0
013287.jpg,0,0,0,0,1,0,0,0,1,0
011830.jpg,0,0,0,0,0,0,1,0,0,0
011210.jpg,0,0,0,0,1,0,0,1,0,0
006984.jpg,0,0,0,0,1,0,0,0,1,0
009755.jpg,1,1,0,0,0,0,0,0,0,0
005182.jpg,0,0,0,0,1,0,0,0,1,0
004652.jpg,0,0,0,0,0,0,1,0,0,0
007969.jpg,0,0,0,0,1,1,0,0,0,0
000659.jpg,0,0,1,1,0,0,0,0,0,0
001883.jpg,1,0,0,0,0,0,0,0,0,0
004451.jpg,0,0,0,0,1,0,0,0,1,0
003514.jpg,1,1,0,0,0,0,0,0,0,0
007099.jpg,0,0,0,0,1,0,0,0,0,0
001186.jpg,1,1,0,1,0,0,0,0,0,0
001684.jpg,0,1,0,1,0,0,0,0,0,0
008380.jpg,0,0,0,0,0,0,0,1,0,0
006559.jpg,0,0,0,0,0,0,1,0,1,0
001017.jpg,1,1,0,1,0,0,0,0,0,0
001894.jpg,0,1,0,1,0,0,0,0,0,0
013053.jpg,0,0,0,0,0,1,0,0,1,0
012447.jpg,0,0,0,0,0,0,1,0,0,0
000753.jpg,0,0,1,0,0,0,0,0,0,0
007066.jpg,0,0,0,0,1,0,0,0,0,0
007798.jpg,0,0,0,0,0,0,0,1,0,0
008303.jpg,0,0,0,0,0,0,0,1,0,0
000015.jpg,0,0,0,1,0,0,0,0,0,0
001929.jpg,1,1,0,1,0,0,0,0,0,0
006711.jpg,0,0,0,0,0,0,1,0,0,1
002280.jpg,1,1,0,1,0,0,0,0,0,0
005958.jpg,1,1,1,0,0,0,0,0,0,0
002584.jpg,1,0,0,1,0,0,0,0,0,0
010240.jpg,0,0,0,0,0,0,1,0,0,0
012069.jpg,0,0,0,0,0,0,0,0,1,0
001044.jpg,1,1,0,1,0,0,0,0,0,0
006003.jpg,0,0,0,0,1,0,0,0,0,0
004324.jpg,0,0,0,0,0,0,0,0,0,1
005459.jpg,0,0,0,0,0,1,0,0,0,0
009807.jpg,0,0,0,0,0,1,1,0,0,0
007251.jpg,0,0,0,0,0,0,0,1,0,0
011083.jpg,0,0,0,0,1,0,1,0,1,0
005905.jpg,0,0,0,0,0,0,1,0,0,0
006139.jpg,0,0,0,0,0,0,1,0,0,0
000121.jpg,0,0,1,1,0,0,0,0,0,0
008822.jpg,0,0,0,0,1,0,0,0,0,0
003210.jpg,1,1,0,1,0,0,0,0,0,0
011012.jpg,0,0,0,0,1,0,0,0,1,0
006483.jpg,0,0,0,0,0,0,0,0,0,1
011407.jpg,0,0,0,0,0,0,0,1,0,0
005055.jpg,0,0,0,0,0,0,0,0,1,0
000664.jpg,0,0,1,0,0,0,0,0,0,0
012986.jpg,0,0,0,0,1,0,0,0,1,1
003510.jpg,0,1,0,1,0,0,0,0,0,0
013867.jpg,0,0,0,0,0,0,0,0,1,0
003427.jpg,1,0,0,1,0,0,0,0,0,0
008531.jpg,0,0,0,0,0,0,0,1,0,0
010186.jpg,0,0,0,0,1,1,0,0,0,0
001385.jpg,1,1,1,0,0,0,0,0,0,0
007022.jpg,0,0,0,0,0,0,0,0,1,0
000130.jpg,1,0,0,0,0,0,0,0,0,0
005319.jpg,0,0,0,0,0,1,0,0,0,0
010344.jpg,0,0,0,0,0,0,1,0,0,0
006156.jpg,0,0,0,0,0,0,1,0,0,0
006600.jpg,0,0,0,0,0,0,0,0,0,1
010639.jpg,0,0,0,0,0,0,0,1,0,0
013855.jpg,0,0,0,0,0,0,0,0,1,0
013881.jpg,0,0,0,0,0,0,0,0,1,0
000282.jpg,1,0,0,0,0,0,0,0,0,0
011863.jpg,0,0,0,0,0,0,1,0,0,0
011851.jpg,0,0,0,0,0,0,1,0,0,0
004788.jpg,0,0,0,0,1,1,0,0,0,0
011864.jpg,0,0,0,0,0,0,1,0,0,0
000229.jpg,1,1,0,0,0,0,0,0,0,0
005426.jpg,0,0,0,0,1,1,0,0,0,0
009642.jpg,0,0,0,0,1,1,0,1,0,0
011041.jpg,0,0,0,0,1,1,0,0,1,0
006948.jpg,0,0,0,0,0,0,0,0,1,0
009439.jpg,0,0,0,0,0,1,0,0,1,0
006966.jpg,0,0,0,0,0,0,0,0,1,0
009874.jpg,0,0,0,0,0,1,1,0,0,0
011091.jpg,0,0,0,0,1,0,1,0,1,0
010481.jpg,0,0,0,0,1,0,0,1,0,0
002549.jpg,1,1,0,1,0,0,0,0,0,0
001302.jpg,1,0,0,1,0,0,0,0,0,0
008067.jpg,0,0,0,0,0,0,0,1,0,0
000642.jpg,0,0,1,1,0,0,0,0,0,0
007586.jpg,0,0,0,0,0,0,0,1,0,0
000616.jpg,0,0,1,0,0,0,0,0,0,0
008535.jpg,0,0,0,0,0,0,0,1,0,0
003128.jpg,0,1,0,1,0,0,0,0,0,0
007269.jpg,0,0,0,0,0,0,1,0,0,0
001844.jpg,1,1,0,0,0,0,0,0,0,0
012917.jpg,0,0,0,0,1,1,0,0,1,0
004238.jpg,0,0,0,0,1,0,1,0,0,0
000744.jpg,0,0,1,0,0,0,0,0,0,0
006214.jpg,0,0,0,0,0,1,1,0,0,0
004589.jpg,0,0,0,0,0,0,1,0,0,0
000644.jpg,0,0,1,1,0,0,0,0,0,0
001149.jpg,1,1,0,0,0,0,0,0,0,0
005028.jpg,0,0,0,0,0,1,0,0,1,0
002051.jpg,0,1,0,1,0,0,0,0,0,0
012252.jpg,0,0,0,0,1,0,0,0,1,0
008697.jpg,0,0,0,0,0,0,0,1,0,0
007776.jpg,0,0,0,0,0,0,0,1,0,0
008826.jpg,0,0,0,0,0,1,1,0,0,0
002757.jpg,1,0,0,1,0,0,0,0,0,0
011123.jpg,0,0,0,0,0,0,1,0,1,0
000320.jpg,1,1,0,0,0,0,0,0,0,0
006041.jpg,0,0,0,0,1,0,1,0,0,0
008199.jpg,0,0,0,0,0,0,1,0,0,0
002859.jpg,1,1,0,0,0,0,0,0,0,0
007499.jpg,0,0,0,0,0,0,0,1,0,0
009495.jpg,0,0,0,0,0,0,1,0,1,0
011166.jpg,0,0,0,0,0,1,0,0,1,0
013600.jpg,0,0,0,0,1,0,0,0,1,0
012511.jpg,0,0,0,0,0,0,0,1,0,0
010214.jpg,0,0,0,0,1,1,0,0,0,0
013561.jpg,0,0,0,0,0,0,0,0,1,0
001772.jpg,0,0,0,1,0,0,0,0,0,0
012191.jpg,0,0,0,0,1,0,0,1,0,0
000992.jpg,1,1,1,1,0,0,0,0,0,0
001153.jpg,1,1,0,1,0,0,0,0,0,0
004079.jpg,0,0,0,0,0,0,1,0,0,0
009577.jpg,0,0,0,0,1,1,0,0,0,0
002975.jpg,1,1,0,1,0,0,0,0,0,0
007324.jpg,0,0,0,0,1,0,1,0,0,0
002324.jpg,0,0,1,1,0,0,0,0,0,0
003189.jpg,1,0,0,1,0,0,0,0,0,0
003590.jpg,0,0,0,1,0,0,0,0,0,0
001582.jpg,0,1,0,1,0,0,0,0,0,0
007391.jpg,0,0,0,0,0,0,1,1,0,0
008473.jpg,0,0,0,0,1,1,0,0,0,0
002421.jpg,1,1,0,1,0,0,0,0,0,0
000498.jpg,0,0,1,0,0,0,0,0,0,0
007559.jpg,0,0,0,0,0,0,1,0,1,0
004752.jpg,0,0,0,0,1,1,0,0,0,0
005212.jpg,0,0,0,0,1,0,0,0,1,0
006111.jpg,0,0,0,0,1,0,1,0,0,0
003009.jpg,1,1,0,0,0,0,0,0,0,0
010048.jpg,0,0,0,0,1,0,0,0,0,0
002328.jpg,1,1,0,1,0,0,0,0,0,0
011433.jpg,0,0,0,0,0,1,0,1,0,0
013200.jpg,0,0,0,0,0,0,0,0,0,1
013853.jpg,0,0,0,0,0,0,0,0,1,0
001964.jpg,0,1,0,1,0,0,0,0,0,0
004080.jpg,0,0,0,0,1,0,0,0,0,0
002812.jpg,1,1,0,0,0,0,0,0,0,0
